Konsole,Spiel,Datum,Spielzeit,Erstes Mal,Sound,Grafik,Controls,Schwierigkeit,Spaß,Chat,Dennsen,Gesamt,Video Link,Genre
Mega Drive,Desert Demolition,,,,,,,,,,,,,Jump & Run
Mega Drive,"Dick Vitale's ""Awesome, Baby!""
College Hoops",,,,,,,,,,,,,Sport
Mega Drive,Disney's Aladdin,,,,,,,,,,,,,Jump & Run
Mega Drive,DJ Boy,,,,,,,,,,,,,Prügelspiel
Mega Drive,Double Dribble: The Playoff Edition,,,,,,,,,,,,,Sport
Mega Drive,Dr. Robotnik's Mean Bean Machine,,,,,,,,,,,,,Puzzle
Mega Drive,Dragon's Revenge,,,,,,,,,,,,,Sonstiges
Mega Drive,"Dungeons & Dragons:
Warriors of the Eternal Sun",,,,,,,,,,,,,RPG
Mega Drive,Dynamite Headdy,,,,,,,,,,,,,Jump & Run
Mega Drive,Ecco Jr.,,,,,,,,,,,,,Adventure
Mega Drive,Elemental Master,,,,,,,,,,,,,Shooter
Mega Drive,ESWAT: City Under Siege,,,,,,,,,,,,,Action
Mega Drive,Eternal Champions,,,,,,,,,,,,,Prügelspiel
Mega Drive,European Club Soccer,,,,,,,,,,,,,Sport
Mega Drive,Exosquad,,,,,,,,,,,,,Action
Mega Drive,F-117 Night Storm,,,,,,,,,,,,,Shooter
Mega Drive,F-22 Interceptor,,,,,,,,,,,,,Shooter
Mega Drive,Fantasia,,,,,,,,,,,,,Jump & Run
Mega Drive,Fatal Labyrinth,,,,,,,,,,,,,RPG
Mega Drive,FIFA Soccer 95,,,,,,,,,,,,,Sport
Mega Drive,Fighting Masters,,,,,,,,,,,,,Prügelspiel
Mega Drive,Flicky,,,,,,,,,,,,,Action
Mega Drive,The Flintstones,,,,,,,,,,,,,Jump & Run
Mega Drive,Gaiares,,,,,,,,,,,,,Shooter
Mega Drive,Gain Ground,,,,,,,,,,,,,Action
Mega Drive,Gargoyles,,,,,,,,,,,,,Action
Mega Drive,Generations Lost,,,,,,,,,,,,,Action
Mega Drive,Ghostbusters,,,,,,,,,,,,,Action
Mega Drive,Ghouls'n Ghosts,,,,,,,,,,,,,Jump & Run
Mega Drive,Golden Axe II,,,,,,,,,,,,,Prügelspiel
Mega Drive,Golden Axe III,,,,,,,,,,,,,Prügelspiel
Mega Drive,Goofy's Hysterical History Tour,,,,,,,,,,,,,Jump & Run
Mega Drive,Granada,,,,,,,,,,,,,Shooter
Mega Drive,Greatest Heavyweights,,,,,,,,,,,,,Sport
Mega Drive,Gunstar Heroes,,,,,,,,,,,,,Shooter
Mega Drive,Herzog Zwei,,,,,,,,,,,,,Strategie
Mega Drive,High Seas Havoc / Capt'n Havoc,,,,,,,,,,,,,Jump & Run
Mega Drive,IMG International Tour Tennis,,,,,,,,,,,,,Sport
Mega Drive,"Instruments of Chaos
starring Young Indiana Jones",,,,,,,,,,,,,Action
Mega Drive,Jennifer Capriati Tennis,,,,,,,,,,,,,Sport
Mega Drive,Jewel Master,,,,,,,,,,,,,Action
Mega Drive,John Madden Football '92,,,,,,,,,,,,,Sport
Mega Drive,Jurassic Park,,,,,,,,,,,,,Adventure
Mega Drive,Jurassic Park: Rampage Edition,,,,,,,,,,,,,Action
Mega Drive,Kid Chameleon,,,,,,,,,,,,,Jump & Run
Mega Drive,King Salmon,,,,,,,,,,,,,Sport
Mega Drive,Last Battle,,,,,,,,,,,,,Action
Mega Drive,Light Crusader,,,,,,,,,,,,,Adventure
Mega Drive,Lightening Force/Thunder Force IV,,,,,,,,,,,,,Shooter
Mega Drive,The Lost World: Jurassic Park,,,,,,,,,,,,,Action
Mega Drive,M.U.S.H.A.,,,,,,,,,,,,,Shooter
Mega Drive,Mario Andretti Racing,,,,,,,,,,,,,Rennspiel
Mega Drive,Marsupilami,,,,,,,,,,,,,Jump & Run
Mega Drive,Mazin Saga: Mutant Fighter,,,,,,,,,,,,,Prügelspiel
Mega Drive,McDonald's Treasure Land Adventure,,,,,,,,,,,,,Jump & Run
Mega Drive,Michael Jackson's Moonwalker,,,,,,,,,,,,,Action
Mega Drive,MiG-29: Fighter Pilot,,,,,,,,,,,,,Shooter
Mega Drive,Mutant League Football,,,,,,,,,,,,,Sport
Mega Drive,Mutant League Hockey,,,,,,,,,,,,,Sport
Mega Drive,Mystic Defender,,,,,,,,,,,,,Action
Mega Drive,Mystical Fighter,,,,,,,,,,,,,Prügelspiel
Mega Drive,NBA Action '95,,,,,,,,,,,,,Sport
Mega Drive,NFL '98,,,,,,,,,,,,,Sport
Mega Drive,"NFL Football '94
starring Joe Montana",,,,,,,,,,,,,Sport
Mega Drive,"NFL Sports Talk Football '93
starring Joe Montana",,,,,,,,,,,,,Sport
Mega Drive,NHL All-Star Hockey '95,,,,,,,,,,,,,Sport
Mega Drive,NHL Hockey,,,,,,,,,,,,,Sport
Mega Drive,The Ooze,,,,,,,,,,,,,Action
Mega Drive,Outback Joey,,,,,,,,,,,,,Sonstiges
Mega Drive,OutRun 2019,,,,,,,,,,,,,Rennspiel
Mega Drive,Pat Riley Basketball,,,,,,,,,,,,,Sport
Mega Drive,Pelé II: World Tournament Soccer,,,,,,,,,,,,,Sport
Mega Drive,Pelé!,,,,,,,,,,,,,Sport
Mega Drive,Phantasy Star II,,,,,,,,,,,,,RPG
Mega Drive,"Phantasy Star III:
Generations of Doom",,,,,,,,,,,,,RPG
Mega Drive,"Phantasy Star IV:
The End of the Millennium",,,,,,,,,,,,,RPG
Mega Drive,Prime Time NFL,,,,,,,,,,,,,Sport
Mega Drive,Pro Moves Soccer,,,,,,,,,,,,,Sport
Mega Drive,QuackShot starring Donald Duck,,,,,,,,,,,,,Jump & Run
Mega Drive,Ranger X / Ex-Ranza,,,,,,,,,,,,,Action
Mega Drive,Red Zone,,,,,,,,,,,,,Shooter
Mega Drive,The Revenge of Shinobi,,,,,,,,,,,,,Action
Mega Drive,Rings of Power,,,,,,,,,,,,,RPG
Mega Drive,Ristar,,,,,,,,,,,,,Jump & Run
Mega Drive,Road Rash 3,,,,,,,,,,,,,Rennspiel
Mega Drive,Rocket Knight Adventures,,,,,,,,,,,,,Jump & Run
Mega Drive,Rolo to the Rescue,,,,,,,,,,,,,Jump & Run
Mega Drive,Sampras Tennis 96,,,,,,,,,,,,,Sport
Mega Drive,Sesame Street: Counting Cafe,,,,,,,,,,,,,Sonstiges
Mega Drive,"Shadow Dancer:
The Secret of Shinobi",,,,,,,,,,,,,Action
Mega Drive,Shadowrun,,,,,,,,,,,,,RPG
Mega Drive,Shining Force,,,,,,,,,,,,,Strategie
Mega Drive,Shining Force II,,,,,,,,,,,,,Strategie
Mega Drive,Shining in the Darkness,,,,,,,,,,,,,RPG
Mega Drive,"Shinobi III:
Return of the Ninja Master",,,,,,,,,,,,,Action
Mega Drive,Shove It! The Warehouse Game,,,,,,,,,,,,,Puzzle
Mega Drive,Skitchin',,,,,,,,,,,,,Rennspiel
Mega Drive,Socket / Time Dominator,,,,,,,,,,,,,Jump & Run
Mega Drive,Sonic & Knuckles,,,,,,,,,,,,,Jump & Run
Mega Drive,Sonic the Hedgehog,,,,,,,,,,,,,Jump & Run
Mega Drive,Sonic the Hedgehog 2,,,,,,,,,,,,,Jump & Run
Mega Drive,Sonic the Hedgehog 3,,,,,,,,,,,,,Jump & Run
Mega Drive,Sonic Spinball,,,,,,,,,,,,,Sonstiges
Mega Drive,Sorcerer's Kingdom,,,,,,,,,,,,,RPG
Mega Drive,"Sparkster:
Rocket Knight Adventures 2",,,,,,,,,,,,,Jump & Run
Mega Drive,Splatterhouse 3,,,,,,,,,,,,,Action
Mega Drive,Sports Talk Baseball,,,,,,,,,,,,,Sport
Mega Drive,Steel Empire / Koutetsu Teikoku,,,,,,,,,,,,,Shooter
Mega Drive,Streets of Rage,,,,,,,,,,,,,Prügelspiel
Mega Drive,Streets of Rage 2,,,,,,,,,,,,,Prügelspiel
Mega Drive,Streets of Rage 3,,,,,,,,,,,,,Prügelspiel
Mega Drive,Strider,,,,,,,,,,,,,Action
Mega Drive,Sub-Terrania,,,,,,,,,,,,,Shooter
Mega Drive,Super Fantasy Zone,,,,,,,,,,,,,Shooter
Mega Drive,Super Hang-On,,,,,,,,,,,,,Rennspiel
Mega Drive,Super Monaco GP,,,,,,,,,,,,,Rennspiel
Mega Drive,Sword of Vermilion,,,,,,,,,,,,,RPG
Mega Drive,"Sylvester and Tweety
in Cagey Capers",,,,,,,,,,,,,Jump & Run
Mega Drive,Team USA Basketball,,,,,,,,,,,,,Sport
Mega Drive,Technoclash,,,,,,,,,,,,,Action
Mega Drive,Tecmo Super Hockey,,,,,,,,,,,,,Sport
Mega Drive,Thunder Force II,,,,,,,,,,,,,Shooter
Mega Drive,Thunder Force III,,,,,,,,,,,,,Shooter
Mega Drive,"Tiny Toon Adventures:
ACME All-Stars",,,,,,,,,,,,,Sport
Mega Drive,"Tiny Toon Adventures:
Buster's Hidden Treasure",,,,,,,,,,,,,Jump & Run
Mega Drive,TNN Outdoors Bass Tournament '96,,,,,,,,,,,,,Sport
Mega Drive,ToeJam & Earl,,,,,,,,,,,,,Adventure
Mega Drive,"ToeJam & Earl in
Panic on Funkotron",,,,,,,,,,,,,Jump & Run
Mega Drive,Trampoline Terror!,,,,,,,,,,,,,Puzzle
Mega Drive,Traysia,,,,,,,,,,,,,RPG
Mega Drive,Triple Play Baseball '96,,,,,,,,,,,,,Sport
Mega Drive,Trouble Shooter,,,,,,,,,,,,,Shooter
Mega Drive,Vectorman,,,,,,,,,,,,,Action
Mega Drive,Vectorman 2,,,,,,,,,,,,,Action
Mega Drive,Virtua Racing,,,,,,,,,,,,,Rennspiel
Mega Drive,Virtual Pinball,,,,,,,,,,,,,Sonstiges
Mega Drive,Warrior of Rome,,,,,,,,,,,,,Strategie
Mega Drive,Warrior of Rome II,,,,,,,,,,,,,Strategie
Mega Drive,Whip Rush,,,,,,,,,,,,,Shooter
Mega Drive,Wonder Boy in Monster World,,,,,,,,,,,,,Adventure
Mega Drive,World Championship Soccer 2,,,,,,,,,,,,,Sport
Mega Drive,"World of Illusion starring
Mickey Mouse and Donald Duck",,,,,,,,,,,,,Jump & Run
Mega Drive,X-Men,,,,,,,,,,,,,Action
Mega Drive,X-Men 2: Clone Wars,,,,,,,,,,,,,Action
Mega Drive,X-Perts,,,,,,,,,,,,,Prügelspiel
Mega Drive,Zero Tolerance,,,,,,,,,,,,,Shooter
Master System,"Desert Speedtrap starring
Road Runner and Wile E. Coyote",01.06.2026,0h11m,JA,4,5,3,4,3,"3,80","3,67","3,69",https://youtu.be/FCWMa7f8SCY?si=cBv3ySJEmMPGBA6r&t=17474,Jump & Run
Master System,Ace of Aces,,,,,,,,,,,,,Shooter
Master System,Action Fighter,,,,,,,,,,,,,Rennspiel
Master System,Aerial Assault,,,,,,,,,,,,,Shooter
Master System,Air Rescue,,,,,,,,,,,,,Action
Master System,Aladdin,,,,,,,,,,,,,Jump & Run
Master System,Alex Kidd in Miracle World,,,,,,,,,,,,,Jump & Run
Master System,Alex Kidd in Shinobi World,,,,,,,,,,,,,Jump & Run
Master System,Alex Kidd: High-Tech World,,,,,,,,,,,,,Adventure
Master System,Alex Kidd: The Lost Stars,,,,,,,,,,,,,Jump & Run
Master System,ALF,,,,,,,,,,,,,Adventure
Master System,Alien 3,,,,,,,,,,,,,Action
Master System,Alien Storm,,,,,,,,,,,,,Action
Master System,Alien Syndrome,,,,,,,,,,,,,Action
Master System,Arcade Smash Hits,,,,,,,,,,,,,Sonstiges
Master System,Assault City,,,,,,,,,,,,,Shooter
Master System,Asterix,,,,,,,,,,,,,Jump & Run
Master System,Asterix and the Great Rescue,,,,,,,,,,,,,Jump & Run
Master System,Asterix and the Secret Mission,,,,,,,,,,,,,Jump & Run
Master System,Astro Warrior,,,,,,,,,,,,,Shooter
Master System,Ayrton Senna's Super Monaco GP II,,,,,,,,,,,,,Rennspiel
Master System,Aztec Adventure,,,,,,,,,,,,,Adventure
Master System,Bank Panic,,,,,,,,,,,,,Shooter
Master System,Basketball Nightmare,,,,,,,,,,,,,Sport
Master System,Batman Returns,,,,,,,,,,,,,Action
Master System,Battle Out Run,,,,,,,,,,,,,Rennspiel
Master System,Black Belt,,,,,,,,,,,,,Prügelspiel
Master System,Blade Eagle 3-D,,,,,,,,,,,,,Shooter
Master System,Bomber Raid,,,,,,,,,,,,,Shooter
Master System,Bonanza Bros.,,,,,,,,,,,,,Action
Master System,Bonkers Wax Up!,,,,,,,,,,,,,Jump & Run
Master System,Buggy Run,,,,,,,,,,,,,Rennspiel
Master System,Casino Games,,,,,,,,,,,,,Sonstiges
Master System,Champions of Europe,,,,,,,,,,,,,Sport
Master System,Championship Hockey,,,,,,,,,,,,,Sport
Master System,"Cheese Cat-Astrophe starring
Speedy Gonzales",,,,,,,,,,,,,Jump & Run
Master System,Choplifter,,,,,,,,,,,,,Shooter
Master System,Chuck Rock,,,,,,,,,,,,,Jump & Run
Master System,Columns,,,,,,,,,,,,,Puzzle
Master System,Cool Spot,,,,,,,,,,,,,Jump & Run
Master System,Cosmic Spacehead,,,,,,,,,,,,,Adventure
Master System,The Cyber Shinobi,,,,,,,,,,,,,Action
Master System,Cyborg Hunter,,,,,,,,,,,,,Action
Master System,Danan: The Jungle Fighter,,,,,,,,,,,,,Action
Master System,Dead Angle,,,,,,,,,,,,,Shooter
Master System,"Deep Duck Trouble starring
Donald Duck",,,,,,,,,,,,,Jump & Run
Master System,Dick Tracy,,,,,,,,,,,,,Action
Master System,Double Dragon,,,,,,,,,,,,,Prügelspiel
Master System,Double Hawk,,,,,,,,,,,,,Shooter
Master System,Dr. Robotnik's Mean Bean Machine,,,,,,,,,,,,,Puzzle
Master System,Dragon: The Bruce Lee Story,,,,,,,,,,,,,Prügelspiel
Master System,Dynamite Düx,,,,,,,,,,,,,Action
Master System,E-SWAT,,,,,,,,,,,,,Action
Master System,Ecco the Dolphin,,,,,,,,,,,,,Adventure
Master System,Enduro Racer,,,,,,,,,,,,,Rennspiel
Master System,F-16 Fighting Falcon,,,,,,,,,,,,,Shooter
Master System,F1,,,,,,,,,,,,,Rennspiel
Master System,Fire & Forget II,,,,,,,,,,,,,Shooter
Master System,Forgotten Worlds,,,,,,,,,,,,,Shooter
Master System,G-LOC Air Battle,,,,,,,,,,,,,Shooter
Master System,Gain Ground,,,,,,,,,,,,,Strategie
Master System,Galaxy Force,,,,,,,,,,,,,Shooter
Master System,Gangster Town,,,,,,,,,,,,,Shooter
Master System,Ghost House,,,,,,,,,,,,,Action
Master System,Ghouls'n Ghosts,,,,,,,,,,,,,Action
Master System,Global Defense,,,,,,,,,,,,,Shooter
Master System,Global Gladiators,,,,,,,,,,,,,Jump & Run
Master System,Golden Axe,,,,,,,,,,,,,Action
Master System,Golden Axe Warrior,,,,,,,,,,,,,RPG
Master System,Golfamania,,,,,,,,,,,,,Sport
Master System,Golvellius: Valley of Doom,,,,,,,,,,,,,RPG
Master System,GP Rider,,,,,,,,,,,,,Rennspiel
Master System,Great Baseball,,,,,,,,,,,,,Sport
Master System,Great Basketball,,,,,,,,,,,,,Sport
Master System,Great Football,,,,,,,,,,,,,Sport
Master System,Great Golf,,,,,,,,,,,,,Sport
Master System,Great Ice Hockey,,,,,,,,,,,,,Sport
Master System,Great Soccer,,,,,,,,,,,,,Sport
Master System,Great Volleyball,,,,,,,,,,,,,Sport
Master System,Hang-On,,,,,,,,,,,,,Rennspiel
Master System,Hang-On / Safari Hunt,,,,,,,,,,,,,Sonstiges
Master System,Heavyweight Champ,,,,,,,,,,,,,Sport
Master System,The Incredible Hulk,,,,,,,,,,,,,Action
Master System,James Bond 007: The Duel,,,,,,,,,,,,,Action
Master System,Joe Montana Football,,,,,,,,,,,,,Sport
Master System,The Jungle Book,,,,,,,,,,,,,Jump & Run
Master System,Jurassic Park,,,,,,,,,,,,,Action
Master System,Kenseiden,,,,,,,,,,,,,Action
Master System,King's Quest: Quest for the Crown,,,,,,,,,,,,,Adventure
Master System,"Land of Illusion starring
Mickey Mouse",,,,,,,,,,,,,Jump & Run
Master System,Laser Ghost,,,,,,,,,,,,,Shooter
Master System,"Legend of Illusion starring
Mickey Mouse",,,,,,,,,,,,,Jump & Run
Master System,Line of Fire,,,,,,,,,,,,,Shooter
Master System,Lord of the Sword,,,,,,,,,,,,,Adventure
Master System,"The Lucky Dime Caper starring
Donald Duck",,,,,,,,,,,,,Jump & Run
Master System,Marksman Shooting / Trap Shooting,,,,,,,,,,,,,Shooter
Master System,Master of Darkness,,,,,,,,,,,,,Action
Master System,Masters of Combat,,,,,,,,,,,,,Prügelspiel
Master System,Maze Hunter 3-D,,,,,,,,,,,,,Action
Master System,Michael Jackson's Moonwalker,,,,,,,,,,,,,Action
Master System,Mickey's Ultimate Challenge,,,,,,,,,,,,,Puzzle
Master System,Mortal Kombat,,,,,,,,,,,,,Prügelspiel
Master System,Mortal Kombat II,,,,,,,,,,,,,Prügelspiel
Master System,Ninja Gaiden,,,,,,,,,,,,,Action
Master System,Olympic Gold,,,,,,,,,,,,,Sport
Master System,The Ottifants,,,,,,,,,,,,,Jump & Run
Master System,Out Run,,,,,,,,,,,,,Rennspiel
Master System,Out Run Europa,,,,,,,,,,,,,Rennspiel
Master System,OutRun 3-D,,,,,,,,,,,,,Rennspiel
Master System,Paperboy,,,,,,,,,,,,,Action
Master System,Parlour Games,,,,,,,,,,,,,Sonstiges
Master System,Penguin Land,,,,,,,,,,,,,Puzzle
Master System,PGA Tour Golf,,,,,,,,,,,,,Sport
Master System,Phantasy Star,,,,,,,,,,,,,RPG
Master System,Pit Pot,,,,,,,,,,,,,Puzzle
Master System,Pit-Fighter,,,,,,,,,,,,,Prügelspiel
Master System,Poseidon Wars 3-D,,,,,,,,,,,,,Shooter
Master System,Power Strike,,,,,,,,,,,,,Shooter
Master System,Power Strike II,,,,,,,,,,,,,Shooter
Master System,Predator 2,,,,,,,,,,,,,Action
Master System,Pro Wrestling,,,,,,,,,,,,,Sport
Master System,Psychic World,,,,,,,,,,,,,Action
Master System,Psycho Fox,,,,,,,,,,,,,Jump & Run
Master System,Putt & Putter,,,,,,,,,,,,,Puzzle
Master System,Quartet,,,,,,,,,,,,,Action
Master System,R-Type,,,,,,,,,,,,,Shooter
Master System,R.C. Grand Prix,,,,,,,,,,,,,Rennspiel
Master System,Rambo III,,,,,,,,,,,,,Shooter
Master System,"Rambo: First Blood Part II
Secret Command",,,,,,,,,,,,,Action
Master System,Rastan,,,,,,,,,,,,,Action
Master System,Reggie Jackson Baseball,,,,,,,,,,,,,Sport
Master System,Rescue Mission,,,,,,,,,,,,,Shooter
Master System,Road Rash,,,,,,,,,,,,,Rennspiel
Master System,Robocop vs. Terminator,,,,,,,,,,,,,Action
Master System,Rocky,,,,,,,,,,,,,Sport
Master System,Sagaia,,,,,,,,,,,,,Shooter
Master System,Scramble Spirits,,,,,,,,,,,,,Shooter
Master System,Sega Chess,,,,,,,,,,,,,Strategie
Master System,Sega World Tournament Golf,,,,,,,,,,,,,Sport
Master System,Sensible Soccer,,,,,,,,,,,,,Sport
Master System,Shadow Dancer,,,,,,,,,,,,,Action
Master System,Shadow of the Beast,,,,,,,,,,,,,Action
Master System,Shooting Gallery,,,,,,,,,,,,,Shooter
Master System,Slap Shot,,,,,,,,,,,,,Sport
Master System,The Smurfs,,,,,,,,,,,,,Jump & Run
Master System,The Smurfs Travel the World,,,,,,,,,,,,,Jump & Run
Master System,Snail Maze,,,,,,,,,,,,,Puzzle
Master System,Sonic Chaos,,,,,,,,,,,,,Jump & Run
Master System,Sonic the Hedgehog,,,,,,,,,,,,,Jump & Run
Master System,Sonic the Hedgehog 2,,,,,,,,,,,,,Jump & Run
Master System,Sonic Spinball,,,,,,,,,,,,,Puzzle
Master System,Space Gun,,,,,,,,,,,,,Shooter
Master System,Space Harrier 3-D,,,,,,,,,,,,,Shooter
Master System,Special Criminal Investigation,,,,,,,,,,,,,Rennspiel
Master System,Speedball,,,,,,,,,,,,,Sport
Master System,Speedball 2,,,,,,,,,,,,,Sport
Master System,SpellCaster,,,,,,,,,,,,,Adventure
Master System,Streets of Rage,,,,,,,,,,,,,Action
Master System,Streets of Rage II,,,,,,,,,,,,,Action
Master System,Strider,,,,,,,,,,,,,Action
Master System,Strider II,,,,,,,,,,,,,Action
Master System,Submarine Attack,,,,,,,,,,,,,Shooter
Master System,Summer Games,,,,,,,,,,,,,Sport
Master System,Super Kick Off,,,,,,,,,,,,,Sport
Master System,Super Monaco GP,,,,,,,,,,,,,Rennspiel
Master System,Super Space Invaders,,,,,,,,,,,,,Shooter
Master System,Super Tennis,,,,,,,,,,,,,Sport
Master System,Taz in Escape from Mars,,,,,,,,,,,,,Jump & Run
Master System,Teddy Boy,,,,,,,,,,,,,Action
Master System,Tennis Ace,,,,,,,,,,,,,Sport
Master System,The Terminator,,,,,,,,,,,,,Action
Master System,Thunder Blade,,,,,,,,,,,,,Shooter
Master System,Time Soldiers,,,,,,,,,,,,,Shooter
Master System,TransBot,,,,,,,,,,,,,Shooter
Master System,Ultimate Soccer,,,,,,,,,,,,,Sport
Master System,Vigilante,,,,,,,,,,,,,Action
Master System,Wanted,,,,,,,,,,,,,Shooter
Master System,Wimbledon,,,,,,,,,,,,,Sport
Master System,Wimbledon II,,,,,,,,,,,,,Sport
Master System,Winter Olympics,,,,,,,,,,,,,Sport
Master System,Wolfchild,,,,,,,,,,,,,Action
Master System,Wonder Boy III: The Dragon's Trap,,,,,,,,,,,,,Adventure
Master System,Wonder Boy in Monster World,,,,,,,,,,,,,Adventure
Master System,World Class Leader Board,,,,,,,,,,,,,Sport
Master System,World Cup Italia '90,,,,,,,,,,,,,Sport
Master System,World Grand Prix,,,,,,,,,,,,,Rennspiel
Master System,World Soccer,,,,,,,,,,,,,Sport
Master System,Xenon 2: Megablast,,,,,,,,,,,,,Shooter
Master System,Zaxxon 3-D,,,,,,,,,,,,,Shooter
Master System,Zillion,,,,,,,,,,,,,Adventure
Master System,Zillion II: The Tri Formation,,,,,,,,,,,,,Action
Master System,Zool,,,,,,,,,,,,,Jump & Run
N64,Star Fox 64 / Lylat Wars,26.06.2026,0h49m,NEIN,8,8,10,3,8,"8,41","8,22","8,26",https://www.youtube.com/live/ELGgzEkcTQs?si=G33n-BDs-uvSdIqG&t=1823,Shooter
N64,Super Mario 64,26.06.2026,1h40m,NEIN,8,10,10,7,9,"8,94","9,11","9,08",https://www.youtube.com/live/ELGgzEkcTQs?si=fSNuJymgRWelOuPg&t=9926,Jump & Run
N64,Diddy Kong Racing,13.07.2026,2h43m,NEIN,7,7,10,7,10,"9,01","8,67","8,73",https://www.youtube.com/live/6Tir4Oh3xCQ?si=AjvxAvaD1haa1rLe&t=1726,Rennspiel
N64,007: The World Is Not Enough,,,,,,,,,,,,,Shooter
N64,1080° Snowboarding,,,,,,,,,,,,,Sport
N64,Aero Fighters Assault,,,,,,,,,,,,,Shooter
N64,AeroGauge,,,,,,,,,,,,,Rennspiel
N64,Aidyn Chronicles: The First Mage,,,,,,,,,,,,,RPG
N64,Air Boarder 64,,,,,,,,,,,,,Sport
N64,All-Star Baseball '99,,,,,,,,,,,,,Sport
N64,All-Star Baseball 2000,,,,,,,,,,,,,Sport
N64,All-Star Baseball 2001,,,,,,,,,,,,,Sport
N64,Automobili Lamborghini,,,,,,,,,,,,,Rennspiel
N64,Banjo-Kazooie,,,,,,,,,,,,,Jump & Run
N64,Banjo-Tooie,,,,,,,,,,,,,Jump & Run
N64,Bass Hunter 64,,,,,,,,,,,,,Sport
N64,Bass Masters 2000,,,,,,,,,,,,,Sport
N64,BattleTanx,,,,,,,,,,,,,Action
N64,BattleTanx: Global Assault,,,,,,,,,,,,,Action
N64,Battlezone: Rise of the Black Dogs,,,,,,,,,,,,,Strategie
N64,Beetle Adventure Racing!,,,,,,,,,,,,,Rennspiel
N64,Big Mountain 2000,,,,,,,,,,,,,Sport
N64,Blast Corps,,,,,,,,,,,,,Action
N64,Blues Brothers 2000,,,,,,,,,,,,,Jump & Run
N64,Bomberman 64,,,,,,,,,,,,,Action
N64,Bomberman 64: The Second Attack!,,,,,,,,,,,,,Action
N64,Bomberman Hero,,,,,,,,,,,,,Jump & Run
N64,Body Harvest,,,,,,,,,,,,,Action
N64,Buck Bumble,,,,,,,,,,,,,Action
N64,California Speed,,,,,,,,,,,,,Rennspiel
N64,Carmageddon 64,,,,,,,,,,,,,Rennspiel
N64,Castlevania,,,,,,,,,,,,,Adventure
N64,Castlevania: Legacy of Darkness,,,,,,,,,,,,,Adventure
N64,Chameleon Twist,,,,,,,,,,,,,Jump & Run
N64,Chameleon Twist 2,,,,,,,,,,,,,Jump & Run
N64,Charlie Blast's Territory,,,,,,,,,,,,,Puzzle
N64,Chopper Attack,,,,,,,,,,,,,Shooter
N64,Conker's Bad Fur Day,,,,,,,,,,,,,Jump & Run
N64,Cruis'n Exotica,,,,,,,,,,,,,Rennspiel
N64,Cruis'n USA,,,,,,,,,,,,,Rennspiel
N64,Cruis'n World,,,,,,,,,,,,,Rennspiel
N64,Daikatana,,,,,,,,,,,,,Shooter
N64,Destruction Derby 64,,,,,,,,,,,,,Rennspiel
N64,Donkey Kong 64,,,,,,,,,,,,,Jump & Run
N64,Doom 64,,,,,,,,,,,,,Shooter
N64,Dr. Mario 64,,,,,,,,,,,,,Puzzle
N64,Duke Nukem 64,,,,,,,,,,,,,Shooter
N64,Duke Nukem: Zero Hour,,,,,,,,,,,,,Shooter
N64,Duck Dodgers Starring Daffy Duck,,,,,,,,,,,,,Jump & Run
N64,Earthworm Jim 3D,,,,,,,,,,,,,Jump & Run
N64,Excitebike 64,,,,,,,,,,,,,Rennspiel
N64,Extreme-G,,,,,,,,,,,,,Rennspiel
N64,Extreme-G 2,,,,,,,,,,,,,Rennspiel
N64,F-1 World Grand Prix,,,,,,,,,,,,,Rennspiel
N64,F-1 World Grand Prix II,,,,,,,,,,,,,Rennspiel
N64,F-Zero X,,,,,,,,,,,,,Rennspiel
N64,Fighter Destiny 2,,,,,,,,,,,,,Prügelspiel
N64,Fighters Destiny,,,,,,,,,,,,,Prügelspiel
N64,Flying Dragon,,,,,,,,,,,,,Prügelspiel
N64,Fox Sports College Hoops '99,,,,,,,,,,,,,Sport
N64,Gauntlet Legends,,,,,,,,,,,,,Action
N64,Glover,,,,,,,,,,,,,Jump & Run
N64,GoldenEye 007,,,,,,,,,,,,,Shooter
N64,GT 64: Championship Edition,,,,,,,,,,,,,Rennspiel
N64,Harvest Moon 64,,,,,,,,,,,,,RPG
N64,Hercules: The Legendary Journeys,,,,,,,,,,,,,Action
N64,"Hey You, Pikachu!",,,,,,,,,,,,,Sonstiges
N64,Hybrid Heaven,,,,,,,,,,,,,Action
N64,Iggy's Reckin' Balls,,,,,,,,,,,,,Jump & Run
N64,"Indiana Jones and
the Infernal Machine",,,,,,,,,,,,,Adventure
N64,International Superstar Soccer 64,,,,,,,,,,,,,Sport
N64,International Superstar Soccer 98,,,,,,,,,,,,,Sport
N64,International Superstar Soccer 2000,,,,,,,,,,,,,Sport
N64,Jeopardy!,,,,,,,,,,,,,Sonstiges
N64,Jet Force Gemini,,,,,,,,,,,,,Shooter
N64,Ken Griffey Jr.'s Slugfest,,,,,,,,,,,,,Sport
N64,Killer Instinct Gold,,,,,,,,,,,,,Prügelspiel
N64,Kirby 64: The Crystal Shards,,,,,,,,,,,,,Jump & Run
N64,Knife Edge: Nose Gunner,,,,,,,,,,,,,Shooter
N64,Kobe Bryant in NBA Courtside,,,,,,,,,,,,,Sport
N64,Kobe Bryant in NBA Courtside 2,,,,,,,,,,,,,Sport
N64,"The Legend of Zelda:
Majora's Mask",,,,,,,,,,,,,Adventure
N64,"The Legend of Zelda:
Ocarina of Time",,,,,,,,,,,,,Adventure
